                  epoch,             train/loss,              test/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                     49,                 0.2013,                0.35568,                 0.9322,                      1,               0.000505
                     50,                0.20004,                0.35251,                 0.9322,                      1,              0.0004951
                     51,                 0.2006,                0.34381,                 0.9322,                      1,              0.0004852
                     52,                 0.2006,                0.34276,                 0.9322,                      1,              0.0004753
                     53,                0.20054,                0.33712,                 0.9322,                      1,              0.0004654
                     54,                0.20012,                0.33291,                 0.9322,                      1,              0.0004555
                     55,                 0.2002,                 0.3331,                 0.9322,                      1,              0.0004456
                     56,                0.19929,                 0.3305,                 0.9322,                      1,              0.0004357
                     57,                0.20199,                  0.329,                 0.9322,                      1,              0.0004258
                     58,                0.20177,                0.32749,                 0.9322,                      1,              0.0004159
                     59,                0.20051,                0.32903,                 0.9322,                      1,               0.000406
                     60,                0.19963,                 0.3295,                 0.9322,                      1,              0.0003961
                     61,                0.20276,                0.32889,                0.94915,                      1,              0.0003862
                     62,                0.20125,                0.32592,                 0.9322,                      1,              0.0003763
                     63,                0.20214,                0.32716,                0.94915,                      1,              0.0003664
                     64,                0.20099,                0.32301,                 0.9322,                      1,              0.0003565
                     65,                0.20019,                0.32502,                0.94915,                      1,              0.0003466
                     66,                0.20014,                0.32334,                 0.9322,                      1,              0.0003367
                     67,                0.19919,                0.32403,                 0.9322,                      1,              0.0003268
                     68,                0.20181,                0.32405,                0.94915,                      1,              0.0003169
                     69,                0.20088,                 0.3237,                 0.9322,                      1,               0.000307
                     70,                0.20058,                0.32336,                0.94915,                      1,              0.0002971
                     71,                0.20114,                0.32764,                0.94915,                      1,              0.0002872
                     72,                0.19971,                 0.3276,                0.94915,                      1,              0.0002773
                     73,                0.19934,                0.32798,                0.94915,                      1,              0.0002674
                     74,                0.20008,                0.32621,                0.94915,                      1,              0.0002575
                     75,                0.19982,                0.32867,                 0.9322,                      1,              0.0002476
                     76,                0.19998,                0.32977,                 0.9322,                      1,              0.0002377
                     77,                0.20219,                0.32663,                0.94915,                      1,              0.0002278
                     78,                0.20145,                0.33044,                 0.9322,                      1,              0.0002179
                     79,                0.20248,                0.32879,                 0.9322,                      1,               0.000208
                     80,                0.19918,                0.32546,                 0.9322,                      1,              0.0001981
                     81,                0.19969,                0.32801,                 0.9322,                      1,              0.0001882
                     82,                0.20008,                0.32681,                 0.9322,                      1,              0.0001783
                     83,                0.20006,                0.32601,                 0.9322,                      1,              0.0001684
                     84,                0.20057,                0.32452,                0.94915,                      1,              0.0001585
                     85,                0.19996,                0.32537,                0.94915,                      1,              0.0001486
                     86,                0.20199,                0.32613,                0.94915,                      1,              0.0001387
                     87,                 0.1999,                0.32836,                0.94915,                      1,              0.0001288
                     88,                0.20071,                0.32714,                0.94915,                      1,              0.0001189
                     89,                0.20022,                0.32628,                0.94915,                      1,               0.000109
                     90,                0.20011,                0.32487,                0.94915,                      1,               9.91e-05
                     91,                0.20071,                0.32699,                 0.9322,                      1,               8.92e-05
                     92,                0.19956,                0.32816,                 0.9322,                      1,               7.93e-05
                     93,                0.20056,                0.33071,                 0.9322,                      1,               6.94e-05
                     94,                0.19995,                0.33006,                 0.9322,                      1,               5.95e-05
                     95,                0.20231,                0.32776,                 0.9322,                      1,               4.96e-05
                     96,                 0.2014,                0.33226,                 0.9322,                      1,               3.97e-05
                     97,                 0.1994,                0.33134,                 0.9322,                      1,               2.98e-05
                     98,                0.19927,                0.32745,                 0.9322,                      1,               1.99e-05
                     99,                0.20036,                0.32805,                 0.9322,                      1,                  1e-05
