                  epoch,             train/loss,              test/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,                   lr/0
                     58,                0.19888,                0.29364,                 0.9322,                      1,              0.0004159
                     59,                0.19885,                0.29075,                 0.9322,                      1,               0.000406
                     60,                0.19888,                0.29277,                 0.9322,                      1,              0.0003961
                     61,                0.19915,                0.29195,                 0.9322,                      1,              0.0003862
                     62,                 0.1989,                0.29017,                 0.9322,                      1,              0.0003763
                     63,                  0.199,                0.29028,                 0.9322,                      1,              0.0003664
                     64,                0.19903,                0.29364,                 0.9322,                      1,              0.0003565
                     65,                0.19893,                0.29722,                 0.9322,                      1,              0.0003466
                     66,                0.19902,                0.29638,                 0.9322,                      1,              0.0003367
                     67,                0.19889,                0.29812,                 0.9322,                      1,              0.0003268
                     68,                0.19904,                0.29585,                 0.9322,                      1,              0.0003169
                     69,                0.19892,                0.29437,                 0.9322,                      1,               0.000307
                     70,                0.19886,                0.29525,                 0.9322,                      1,              0.0002971
                     71,                0.19913,                0.29227,                 0.9322,                      1,              0.0002872
                     72,                0.19872,                0.29154,                 0.9322,                      1,              0.0002773
                     73,                0.19878,                0.29058,                 0.9322,                      1,              0.0002674
                     74,                0.19873,                0.29203,                 0.9322,                      1,              0.0002575
                     75,                0.19871,                0.29223,                 0.9322,                      1,              0.0002476
                     76,                0.19874,                0.29181,                 0.9322,                      1,              0.0002377
                     77,                0.19895,                0.29208,                 0.9322,                      1,              0.0002278
                     78,                0.19897,                0.29155,                 0.9322,                      1,              0.0002179
                     79,                0.19882,                0.29224,                 0.9322,                      1,               0.000208
                     80,                0.19879,                0.29144,                 0.9322,                      1,              0.0001981
                     81,                0.19884,                0.29025,                 0.9322,                      1,              0.0001882
                     82,                0.19869,                0.29232,                 0.9322,                      1,              0.0001783
                     83,                0.19882,                0.29268,                 0.9322,                      1,              0.0001684
                     84,                0.19886,                0.29267,                 0.9322,                      1,              0.0001585
                     85,                0.19875,                0.29257,                 0.9322,                      1,              0.0001486
                     86,                0.19881,                0.29192,                 0.9322,                      1,              0.0001387
                     87,                0.19876,                0.29091,                 0.9322,                      1,              0.0001288
                     88,                0.19891,                0.29082,                 0.9322,                      1,              0.0001189
                     89,                0.19872,                0.29255,                 0.9322,                      1,               0.000109
                     90,                0.19872,                0.29223,                 0.9322,                      1,               9.91e-05
                     91,                0.19876,                 0.2926,                 0.9322,                      1,               8.92e-05
                     92,                0.19876,                0.29277,                 0.9322,                      1,               7.93e-05
                     93,                0.19874,                0.29323,                 0.9322,                      1,               6.94e-05
                     94,                0.19872,                0.29229,                 0.9322,                      1,               5.95e-05
                     95,                0.19888,                 0.2938,                 0.9322,                      1,               4.96e-05
                     96,                0.19884,                0.29366,                 0.9322,                      1,               3.97e-05
                     97,                0.19867,                 0.2931,                 0.9322,                      1,               2.98e-05
                     98,                0.19868,                0.29346,                 0.9322,                      1,               1.99e-05
                     99,                0.19878,                0.29251,                 0.9322,                      1,                  1e-05
